titre,entreprise,contrat,localisation,salaire,description,lien,date_scraping,source,mot_cle_recherche
Data Scientist - Confirmé F/H,Act Digital France,,,A partir de 40 k€ brut annuel,"Vous intégrerez, au sein de notre Pôle Transformation Numérique, une équipe d'experts en gestion de la donnée en charge d'accompagner nos clients. Vous serez détaché(e) chez un acteur majeur du secteur de l'assurance dans une équipe en charge de développer des algorithmes d'I...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178024774W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,Capgemini Engineering France,,,A négocier,"Appliquer des modèles probabilistes de type modèles génératifs ou modèles d’apprentissage à l’échelle et dans le domaine de la R&D et du manufacturing demeure un enjeu, notamment à cause du manque de fondations solides sur la gestion de la donnée. Nous adressons ce défi, en parti...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178068971W,2026-02-11,APEC,Data Scientist
DATA ANALYST/SCIENTIST F/H,LINEUP7,,,45 - 48 k€ brut annuel,"Le poste de Data Analyst / Scientist requiert une double approche : analyse de la donnée (descriptive) , reporting et recommandations à destination des équipes métiers. ️ Compétences techniques Maîtrise de plusieurs langages de données (Python, R, SQL…). Utilisation d’un ou pl...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177956710W,2026-02-11,APEC,Data Scientist
Data Scientist Expérimenté F/H,RANDSTAD DIGITAL FRANCE,,,40 - 57 k€ brut annuel,"Le projet en cours vise à industrialiser l'analyse sémantique des verbatims issus de feedbacks et réclamations. L'objectif : générer des insights exploitables pour optimiser les parcours clients. Intégré.e dans une équipe agile multidisciplinaire (Data Engineers, MLOps, PO…), vo...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177986511W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,OLVEA,,,A négocier,"En tant que Data Scientist, vos principales missions sont les suivantes : Valoriser les données issues de nos environnements industriels (process, qualité, énergie, opérations) en lien avec des équipes pluridisciplinaires, . Analyser, structurer et fiabiliser les flux de do...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177962535W,2026-02-11,APEC,Data Scientist
DATA SCIENTIST F/H,Groupe ADP - Aéroport de Paris,,,A négocier,"Au sein de l'équipe Data, vous êtes rattaché(e) au responsable du pôle Data & Analytics de la direction Clients du Groupe ADP. A ce titre, vous jouez un rôle clé dans la valorisation des données pour soutenir les décisions stratégiques et opérationnelles à travers : - la const...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178021676W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,GROUPE ATLANTIC SYNERGY - Société en Nom Collectif,,,A négocier,"Envie de rejoindre un Groupe ambitieux et engagé dans une transformation data & IA à grande échelle ? Vous aimez concevoir des modèles qui vont jusqu'en production ? Vous disposez d'une solide expertise en Python et SQL ? Alors, intégrez l'équipe de Cédric en tant que Data sci...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076198W,2026-02-11,APEC,Data Scientist
Data Scientist-NHA F/H,NEDSON,,,A partir de 32 k€ brut annuel,"Dans le cadre du développement de nos activités IT en Île-de-France, vous intégrerez des projets d’envergure pour le compte de nos clients partenaires (Grands Comptes et PME innovantes). Vous contribuerez à l’exploitation des données pour produire des analyses stratégiques et pré...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178112426W,2026-02-11,APEC,Data Scientist
Lead Data scientist F/H,RESEAU DES RECRUTEURS,,,A partir de 60 k€ brut annuel,"En tant que Data Scientist confirmé, vous piloterez la pratique de la science des données au sein de notre pôle technique. Vous assurerez la transition de nos analyses haute fidélité, des prototypes expérimentaux aux systèmes de production robustes et automatisés. Leadership str...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067504W,2026-02-11,APEC,Data Scientist
Consultant Data Scientist F/H,HEADMIND PARTNERS AI,,,43 - 50 k€ brut annuel,"Intégrez une équipe motivée et passionnée par la data science ! Depuis 2019, HeadMind Partners AI accompagne les entreprises Grands Comptes (CAC40 & SBF120) à renforcer l’efficacité opérationnelle de leurs experts métiers par l’IA. Cette activité connait une croissance constante...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177984788W,2026-02-11,APEC,Data Scientist
Product Manager Data Scientist F/H,Bluecoders,,,50 - 60 k€ brut annuel,"En tant que PM Data Scientist, vos missions seront les suivantes : Définir et exécuter la roadmap Data & IA orientée impact business . Prioriser et cadrer les cas d’usage data/IA à forte valeur ajoutée . Piloter la discovery jusqu'au delivery avec les équipes métiers et data...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001516W,2026-02-11,APEC,Data Scientist
Ingénieur Data Scientist F/H,BLOCKSI SAS,,,40 - 70 k€ brut annuel,"Êtes-vous un Data Scientist compétent et passionné, désireux d avoir un impact significatif dans le domaine de la technologie éducative ? Rejoignez Blocksi, une entreprise pionnière spécialisée dans la création d'environnements d'apprentissage sécurisés et productifs. Nous recher...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178069744W,2026-02-11,APEC,Data Scientist
Lead Data Scientist F/H,RELX FRANCE,,,A partir de 63 k€ brut annuel,"Vous jouerez un rôle clé dans la définition de l’avenir de nos capacités d’intelligence artificielle à travers plusieurs produits de notre portefeuille Fraude, Identité et Conformité en matière de criminalité financière . Vous participerez à l’idéation, la recherche, la modélisat...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178073804W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,cadremploi,,,A partir de 50 k€ brut annuel,"Vos missions principales :* Identifier et consolider les besoins en traitement automatique du langage avec les équipes de recherche et de pilotage. * Développer, valider et maintenir des bibliothèques logicielles scientifiques en Python. * Concevoir et déployer des modèles de mac...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178017855W,2026-02-11,APEC,Data Scientist
Senior Data Scientist F/H,Air Liquide,,,A négocier,"Quelle sera votre contribution et comment vous épanouir dans ce poste ? Rejoignez le Chapter AI du Groupe Air Liquide, et placez l'Intelligence Artificielle au cœur de notre transformation. En tant que Data Scientist, vous contribuerez à activer les données et à générer de la v...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178032994W,2026-02-11,APEC,Data Scientist
Data Scientist / Data Analyst – Comptabilité & Finance F/H,MANAGEMENT INFORMATIQUE & NOUVELLES TECHNOLOGIES CONSEIL,,,40 - 65 k€ brut annuel,"Nous recherchons un Data Scientist / Data Analyst pour intégrer une équipe Data spécialisée dans la comptabilité, la gestion des commandes et le pilotage de la performance au sein d’un grand groupe international. Vous rejoindrez une équipe de Data Analysts à double compétence mé...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178110914W,2026-02-11,APEC,Data Scientist
Data Scientist full dataiku F/H,DATAMED RESEARCH,,,32 - 55 k€ brut annuel,"Mission principale Concevoir, expérimenter et industrialiser des modèles de Machine Learning et d’Intelligence Artificielle en utilisant la plateforme Dataiku DSS . Le Data Scientist accompagne les équipes métiers dans la valorisation de leurs données, de la préparation au déplo...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177336894W,2026-02-11,APEC,Data Scientist
Data Scientist R&D F/H,ALESSIA RH,,,A négocier,"Dans le cadre de l’évolution de notre organisation, nous recrutons un(e) : DATA SCIENTIST R&D Pourquoi nous rejoindre ? Vaillant Group développe des solutions digitales et IoT au service de la performance énergétique et de la qualité de ses systèmes de chauffage connectés. D...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177979906W,2026-02-11,APEC,Data Scientist
Data Scientist MLOPS F/H,RANDSTAD DIGITAL FRANCE,,,A négocier,"Nous recherchons activement plusieurs profils de Data Scientist orientés MLOPS pour intervenir sur de gros projets clients. Vos Missions 1. Data Science & Modélisation Concevoir, entraîner et optimiser des modèles d'apprentissage automatique (Supervisé, non-supervisé, NLP o...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177933161W,2026-02-11,APEC,Data Scientist
Data Scientist - Machine Learning Scientist F/H,Hellowork,,,35 - 50 k€ brut annuel,"Contexte Dans le cadre de projets en sciences du vivant à forte composante analytique, nous recherchons un Data Scientist / Machine Learning Scientist spécialisé en inférence causale. Le poste porte sur le développement et l'exploitation d'algorithmes avancés appliqués à des don...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177929894W,2026-02-11,APEC,Data Scientist
Data scientist - F/H,cadremploi,,,A négocier,"En lien avec les autres _data scientists_ de l'équipe Suptech, vous participerez aux expérimentations (_proof of concept_, _minimum viable products_) menées par le PFI et, le cas échéant, aux mises en production des outils, en coopération avec les équipes techniques et métiers ai...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177997488W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,Hellowork,,,A négocier,Vous intégrez la direction Data et IA et plus spécifiquement l'équipe Big Data. Dans une équipe à taille humaine et dynamique vous avez pour objectif de comprendre les besoins du métier pour faire évoluer les process avec des applications orientées intelligence artificielle. Vos...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178061203W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,Hellowork,,,A négocier,"Le Datalab répond aux sollicitations de la Direction Technique concernant les supports en statistiques et en analyse de données. A ce titre, le Datalab participe à des projets techniques et apporte un soutien autour de la DATA pour répondre à des problématiques métier. En tant ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178079286W,2026-02-11,APEC,Data Scientist
Data Scientist F/H,Hellowork,,,A négocier,"Au sein de l'équipe Data, vous êtes rattaché(e) au responsable du pôle Data & Analytics de la direction Clients du Groupe ADP. A ce titre, vous jouez un rôle clé dans la valorisation des données pour soutenir les décisions stratégiques et opérationnelles à travers : - la constru...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178030371W,2026-02-11,APEC,Data Scientist
Data Scientist & Recherche Opérationnelle confirmé F/H,MP DATA,,,32 - 48 k€ brut annuel,"Acteur industriel Oil&Gas recherche un Data Scientist confirmé pour intervenir sur des cas d’usage Data Science & Recherche Opérationnelle appliqués aux procédés industriels . Votre rôle : Modélisation avancée : régression, classification, séries temporelles. Analyses de caus...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177998466W,2026-02-11,APEC,Data Scientist
Data Scientist - Madrid F/H,CARREVOLUTIS,,,A négocier,"Description de l'entreprise Acteur majeur de la scène financière européenne et mondiale, le Groupe BNP Paribas a pour mission de contribuer à une économie responsable et durable en finançant et en conseillant ses clients ! Nous sommes depuis plusieurs années particulièrement at...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178089281W,2026-02-11,APEC,Data Scientist
DATA SCIENTIST SENIOR F/H,SCC France,,,A négocier,"Nous recherchons un(e) Data Scientist EXPERIMENTE H/F, Spécialiste LLM & Speech to Text RIVA. Missions principales : Concevoir, développer et optimiser des modèles d'intelligence artificielle de type LLM (Large Language Models) pour répondre aux besoins de l'entreprise (NLP, ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178006310W,2026-02-11,APEC,Data Scientist
– Data Scientist - Madrid F/H,CARREVOLUTIS,,,A négocier,"Description de l'entreprise Acteur majeur de la scène financière européenne et mondiale, le Groupe BNP Paribas a pour mission de contribuer à une économie responsable et durable en finançant et en conseillant ses clients ! Nous sommes depuis plusieurs années particulièrement at...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178082038W,2026-02-11,APEC,Data Scientist
DATA SCIENTIST CONFIRME F/H,CREDIT MUTUEL LEASING,,,A négocier,"VOS MISSIONS Développer des modèles statistiques, en particulier sur les problématiques de probabilité de défaut bâloise et de provisionnement IFRS9. Assurer la gestion de projet de ces refontes de modèles. Réaliser des backtesting. Réaliser des études statistiques complexes....",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177979503W,2026-02-11,APEC,Data Scientist
Lead Data Scientist F/H,Hellowork,,,60 - 60 k€ brut annuel,"Description du poste Emil Frey France, leader de la distribution de véhicules en France et plus largement acteur du secteur de la mobilité, recrute pour son siège un Lead Data Scientist H/F en CDI. Qu'est-ce qu'on vous propose ? Rattaché(e) au Directeur Data & Innovation, vous...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178003621W,2026-02-11,APEC,Data Scientist
Senior Data Scientist – Retail AI F/H,VUSION,,,A négocier,"Nous construisons. Nous créons un impact positif. Rattaché au Staff AI Data Scientist, au sein de l’équipe AI & Data, vous jouerez un rôle clé dans la conception , le développement et le déploiement de solutions IA avancées qui alimentent notre plateforme SaaS d'analyse de donné...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177999635W,2026-02-11,APEC,Data Scientist
Data Scientist – (h/f)-JLA F/H,NEDSON,,,A partir de 50 k€ brut annuel,Nous recherchons un DATA Scientist afin d’exploiter des données dans le cadre de modèles statistiques. L’analyse avancée aura pour but de faciliter les décisions commerciales et optimiser les résultats. Responsabilités : Développer des modèles statistiques et des algorithmes en ...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178033478W,2026-02-11,APEC,Data Scientist
Data Scientist – Machine Deep learning F/H,Davidson Consulting,,,34 - 48 k€ brut annuel,"Dans le cadre de projets Data Science menés par Davidson pour ses clients dans des secteurs variés (Gaming, Luxe, Télécoms, Finance, etc.), tu interviendras en tant que spécialiste ML & DL. Ta mission consistera à accompagner des experts métiers sur des problématiques variées : t...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178113554W,2026-02-11,APEC,Data Scientist
Data Scientist – Machine Deep learning F/H,Davidson Consulting,,,34 - 48 k€ brut annuel,"Dans le cadre de projets Data Science menés par Davidson pour ses clients dans des secteurs variés (Gaming, Luxe, Télécoms, Finance, etc.), tu interviendras en tant que spécialiste ML & DL. Ta mission consistera à accompagner des experts métiers sur des problématiques variées : t...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178113540W,2026-02-11,APEC,Data Scientist
Ingénieur RetD Data Scientist expérimenté F/H,IRT JULES VERNE,,,A partir de 45 k€ brut annuel,"Pour accompagner la croissance de l'activité de l'équipe MIC liée à l'exploitation et à l'analyse par Intelligence Artificielle (IA) des données CND, SHM et PHM , nous recherchons un(e) nouvel(le) ingénieur(e) R&D Data Scientist pour un contrat en CDI . Vous aurez pour mission d...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178084667W,2026-02-11,APEC,Data Scientist
Consultant Data Scientist – Media F/H,Axys Consultants,,,A négocier,"VOTRE TERRAIN DE JEU Votre équipe ? Pour accompagner notre croissance au sein de la BU Data et Digital, vous participez activement à une mission pour un groupe automobile et plusieurs de ses marques. En tant qu’expert média et data scientist vous prenez en charge la réalisati...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076508W,2026-02-11,APEC,Data Scientist
Data Scientist R&D F/H,Hellowork,,,A négocier,"Dans le cadre de l'évolution de notre organisation, nous recrutons un(e) : DATA SCIENTIST R&D Pourquoi nous rejoindre ? Vaillant Group développe des solutions digitales et IoT au service de la performance énergétique et de la qualité de ses systèmes de chauffage connectés. Da...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177995418W,2026-02-11,APEC,Data Scientist
Data Scientist - Analyse et Modèles Prédictifs - AMDS024 F/H,Aymen KHELIFI,,,13 - 21 k€ brut annuel,"Startup en pleine croissance, spécialisée dans le développement de solutions prédictives basées sur l’intelligence artificielle. Avec un environnement de travail dynamique et un fort esprit d’équipe. Intégrer notre structure, c’est contribuer à des projets d’envergure avec des te...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178001184W,2026-02-11,APEC,Data Scientist
Senior data scientist F/H,Welcome to the Jungle,,,A négocier,"Pour le compte d'un leader européen du secteur aéronautique , MP DATA pilote un projet stratégique visant à redéfinir la fiabilité des prévisions de livraison pour les flux de pièces de rechange et de maintenance. L'enjeu est de transformer un système complexe sujet à une forte ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178065438W,2026-02-11,APEC,Data Scientist
Data Scientist Senior – E-commerce Opération F/H,SKIILS,,,40 - 70 k€ brut annuel,"Nous recherchons un Data Scientist Expert (H/F) pour rejoindre la Digital Factory E-commerce, Marketing & Relation Clients d’un grand acteur international du retail. L’objectif ? Concevoir, industrialiser et améliorer des solutions de machine learning visant à optimiser la perf...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178090361W,2026-02-11,APEC,Data Scientist
Consultant Data Scientist – Media F/H,Axys Consultants,,,A négocier,"Vos missions Pilotage de la performance média ✔️Analyse de la performance média d’un ou plusieurs constructeurs automobile – analyse détaillée des campagnes pour identifier les points d’amélioration : indicateurs, régie, format, budget ✔️ Développer et entraîner des modèles de...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178076482W,2026-02-11,APEC,Data Scientist
CP MOA Senior / Data Scientist F/H,VIBTIC,,,A négocier,Nous recherchons un CP MOA / Data Scientist pour intervenir sur des projets data à forte valeur ajoutée au sein d’équipes SI orientées innovation et performance des réseaux. Missions clés : -Recueillir et analyser les besoins métiers lors d’ateliers fonctionnels -Faire le lien e...,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178066575W,2026-02-11,APEC,Data Scientist
Data Scientist IA Gen F/H,Hellowork,,,53 - 68 k€ brut annuel,"StarClay recherche un Data Scientist spécialisé en Intelligence Artificielle pour une mission auprès de son client, leader de l'information juridique. La mission s'inscrit dans un contexte de développement et d'industrialisation de solutions d'IA avancées visant à enrichir les c...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177972254W,2026-02-11,APEC,Data Scientist
Data Scientist Confirmé – Python / Spark / Scala / Databricks F/H,INOVELYA,,,A partir de 42 k€ brut annuel,"Ce poste s’adresse à un Data Scientist confirmé qui a déjà travaillé sur des projets data en environnement de production, et qui souhaite évoluer sur des plateformes où la qualité des données , la scalabilité des traitements et la fiabilité des pipelines sont des enjeux structura...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178048824W,2026-02-11,APEC,Data Scientist
Data Scientists IA F/H,LIPTON FIT,,,A négocier,"Pour accompagner nos clients bancaires institutionnels dans la conception, le prototypage et l'évaluation de solutions d'intelligence artificielle, nous recherchons des Data Scientists capables d'intervenir sur l'ensemble du cycle de vie des modèles, de la veille technologique à ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178067145W,2026-02-11,APEC,Data Scientist
Data Scientist IA / Deep Learning - Python - Confirmé F/H,Kaizen Solutions,,,35 - 45 k€ brut annuel,"Saint-Genis-Laval CDI - Démarrage le 16/02 Secteur industriel Contexte du poste Dans le cadre du renforcement d’un projet IA / Data Science au sein d’un environnement industriel , nous recherchons un·e Senior Data Scientist orienté IA / Deep Learning , capable de prendre...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177986527W,2026-02-11,APEC,Data Scientist
Senior Data Scientist - IA Générative F/H,DEVOTEAM,,,A négocier,"Rejoignez notre équipe lyonnaise dans des projets innovants à la pointe de l'IA et du Machine Learning, dans un environnement propice à la formation et au développement continu. Nos clients sont des grands comptes de secteurs d'activité variés (Industrie, Transport, Logistique, ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177935940W,2026-02-11,APEC,Data Scientist
Manager Data Scientist - Macroeconomic Modeling F/H,Welcome to the Jungle,,,A partir de 70 k€ brut annuel,"QuantCube recherche un(e) Manager Data Scientist passionné(e) par la macroéconomie et doté de solides compétences en développement. Ce rôle s’adresse à des profils motivés par la manipulation de données massives, la modélisation macroéconomique et l’application concrète de l’IA ...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177953069W,2026-02-11,APEC,Data Scientist
Data Scientist & Recherche Opérationnelle confirmé F/H,Welcome to the Jungle,,,A négocier,"Nous recherchons un Data Scientist confirmé pour intervenir sur des cas d’usage Data Science & Recherche Opérationnelle appliqués aux procédés industriels . Votre rôle : Modélisation avancée : régression, classification, séries temporelles . Analyses de causes racines ( Root...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178080422W,2026-02-11,APEC,Data Scientist
Data Scientist d'Expérience Minimum F/H,Hellowork,,,A négocier,"Vous rejoindrez notre équipe Services publics, Protection sociale & Santé, qui accompagne les administrations et établissements publics pour mettre l'intérêt général au coeur des transformations numériques. Vous interviendrez pour renforcer la qualité et la valorisation des donné...",https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/178096854W,2026-02-11,APEC,Data Scientist
